pathwayName,searchTerms,genes,library,diseaseId,name,therapeuticAreas,id
Human T-cell leukemia virus 1 infection,leukem,MYC,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000136997
Human T-cell leukemia virus 1 infection,leukem,AKT1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000142208
Human T-cell leukemia virus 1 infection,leukem,E2F2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000007968
Human T-cell leukemia virus 1 infection,leukem,AKT2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000105221
Human T-cell leukemia virus 1 infection,leukem,E2F3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000112242
Human T-cell leukemia virus 1 infection,leukem,B2M,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000166710
Human T-cell leukemia virus 1 infection,leukem,EGR1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000120738
Human T-cell leukemia virus 1 infection,leukem,STAT5B,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000173757
Human T-cell leukemia virus 1 infection,leukem,CREBBP,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000005339
Human T-cell leukemia virus 1 infection,leukem,EGR2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000122877
Human T-cell leukemia virus 1 infection,leukem,HLA-DRB5,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000198502
Human T-cell leukemia virus 1 infection,leukem,HLA-C,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000204525
Human T-cell leukemia virus 1 infection,leukem,HLA-A,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000206503
Human T-cell leukemia virus 1 infection,leukem,HLA-B,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000234745
Human T-cell leukemia virus 1 infection,leukem,HLA-G,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000204632
Human T-cell leukemia virus 1 infection,leukem,HLA-E,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000204592
Human T-cell leukemia virus 1 infection,leukem,HLA-F,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000204642
Human T-cell leukemia virus 1 infection,leukem,FOSL1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000175592
Human T-cell leukemia virus 1 infection,leukem,PIK3R1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000145675
Human T-cell leukemia virus 1 infection,leukem,HLA-DRB4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000227357
Human T-cell leukemia virus 1 infection,leukem,HLA-DRB3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000231679
Human T-cell leukemia virus 1 infection,leukem,ATF4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000128272
Human T-cell leukemia virus 1 infection,leukem,HLA-DRB1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000196126
Human T-cell leukemia virus 1 infection,leukem,SPI1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000066336
Human T-cell leukemia virus 1 infection,leukem,ELK1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000126767
Human T-cell leukemia virus 1 infection,leukem,ANAPC10,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000164162
Human T-cell leukemia virus 1 infection,leukem,ANAPC11,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000141552
Human T-cell leukemia virus 1 infection,leukem,ICAM1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000090339
Human T-cell leukemia virus 1 infection,leukem,ELK4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000158711
Human T-cell leukemia virus 1 infection,leukem,PPP3R1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000221823
Human T-cell leukemia virus 1 infection,leukem,PRKACG,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000165059
Human T-cell leukemia virus 1 infection,leukem,PPP3R2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000188386
Human T-cell leukemia virus 1 infection,leukem,KAT5,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000172977
Human T-cell leukemia virus 1 infection,leukem,PRKACB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000142875
Human T-cell leukemia virus 1 infection,leukem,PRKACA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000072062
Human T-cell leukemia virus 1 infection,leukem,STAT5A,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000126561
Human T-cell leukemia virus 1 infection,leukem,JUN,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000177606
Human T-cell leukemia virus 1 infection,leukem,IL15,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000164136
Human T-cell leukemia virus 1 infection,leukem,NFATC4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000100968
Human T-cell leukemia virus 1 infection,leukem,NFATC3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000072736
Human T-cell leukemia virus 1 infection,leukem,NFATC2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000101096
Human T-cell leukemia virus 1 infection,leukem,NFATC1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000131196
Human T-cell leukemia virus 1 infection,leukem,KAT2B,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000114166
Human T-cell leukemia virus 1 infection,leukem,KAT2A,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000108773
Human T-cell leukemia virus 1 infection,leukem,HLA-DQB1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000179344
Human T-cell leukemia virus 1 infection,leukem,ATM,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000149311
Human T-cell leukemia virus 1 infection,leukem,CALR,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000179218
Human T-cell leukemia virus 1 infection,leukem,ATR,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000175054
Human T-cell leukemia virus 1 infection,leukem,CD40,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000101017
Human T-cell leukemia virus 1 infection,leukem,CD3G,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000160654
Human T-cell leukemia virus 1 infection,leukem,CD3E,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000198851
Human T-cell leukemia virus 1 infection,leukem,CD3D,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000167286
Human T-cell leukemia virus 1 infection,leukem,PPP3CA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000138814
Human T-cell leukemia virus 1 infection,leukem,PPP3CB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000107758
Human T-cell leukemia virus 1 infection,leukem,PPP3CC,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000120910
Human T-cell leukemia virus 1 infection,leukem,TERT,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000164362
Human T-cell leukemia virus 1 infection,leukem,HLA-DQA2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000237541
Human T-cell leukemia virus 1 infection,leukem,HLA-DQA1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000196735
Human T-cell leukemia virus 1 infection,leukem,RANBP3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000031823
Human T-cell leukemia virus 1 infection,leukem,CDKN2C,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000123080
Human T-cell leukemia virus 1 infection,leukem,CDKN2A,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000147889
Human T-cell leukemia virus 1 infection,leukem,NFYB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000120837
Human T-cell leukemia virus 1 infection,leukem,CDKN2B,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000147883
Human T-cell leukemia virus 1 infection,leukem,RANBP1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000099901
Human T-cell leukemia virus 1 infection,leukem,FOS,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000170345
Human T-cell leukemia virus 1 infection,leukem,CCNE2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000175305
Human T-cell leukemia virus 1 infection,leukem,CCNE1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000105173
Human T-cell leukemia virus 1 infection,leukem,XIAP,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000101966
Human T-cell leukemia virus 1 infection,leukem,CANX,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000127022
Human T-cell leukemia virus 1 infection,leukem,HLA-DPB1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000223865
Human T-cell leukemia virus 1 infection,leukem,NRP1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000099250
Human T-cell leukemia virus 1 infection,leukem,TNFRSF13C,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000159958
Human T-cell leukemia virus 1 infection,leukem,CDKN1A,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000124762
Human T-cell leukemia virus 1 infection,leukem,XPO1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000082898
Human T-cell leukemia virus 1 infection,leukem,IKBKB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000104365
Human T-cell leukemia virus 1 infection,leukem,HLA-DMB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000242574
Human T-cell leukemia virus 1 infection,leukem,EP300,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000100393
Human T-cell leukemia virus 1 infection,leukem,HLA-DPA1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000231389
Human T-cell leukemia virus 1 infection,leukem,HRAS,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000174775
Human T-cell leukemia virus 1 infection,leukem,TSPO,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000100300
Human T-cell leukemia virus 1 infection,leukem,IKBKG,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000269335
Human T-cell leukemia virus 1 infection,leukem,JAK3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000105639
Human T-cell leukemia virus 1 infection,leukem,HLA-DMA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000204257
Human T-cell leukemia virus 1 infection,leukem,JAK1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000162434
Human T-cell leukemia virus 1 infection,leukem,MAP3K3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000198909
Human T-cell leukemia virus 1 infection,leukem,TGFB1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000105329
Human T-cell leukemia virus 1 infection,leukem,MAP3K1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000095015
Human T-cell leukemia virus 1 infection,leukem,TGFB3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000119699
Human T-cell leukemia virus 1 infection,leukem,TGFB2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000092969
Human T-cell leukemia virus 1 infection,leukem,BUB1B,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000156970
Human T-cell leukemia virus 1 infection,leukem,SLC25A31,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000151475
Human T-cell leukemia virus 1 infection,leukem,MAD2L1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000164109
Human T-cell leukemia virus 1 infection,leukem,RELA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000173039
Human T-cell leukemia virus 1 infection,leukem,CRTC3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000140577
Human T-cell leukemia virus 1 infection,leukem,CRTC1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000105662
Human T-cell leukemia virus 1 infection,leukem,CSF2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000164400
Human T-cell leukemia virus 1 infection,leukem,ATF6B,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000213676
Human T-cell leukemia virus 1 infection,leukem,CRTC2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000160741
Human T-cell leukemia virus 1 infection,leukem,GPS2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000132522
Human T-cell leukemia virus 1 infection,leukem,TNF,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000232810
Human T-cell leukemia virus 1 infection,leukem,RELB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000104856
Human T-cell leukemia virus 1 infection,leukem,NRAS,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000213281
Human T-cell leukemia virus 1 infection,leukem,CCND3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000112576
Human T-cell leukemia virus 1 infection,leukem,ZFP36,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000128016
Human T-cell leukemia virus 1 infection,leukem,CCND2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000118971
Human T-cell leukemia virus 1 infection,leukem,PTTG2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000250254
Human T-cell leukemia virus 1 infection,leukem,CCND1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000110092
Human T-cell leukemia virus 1 infection,leukem,PTTG1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000164611
Human T-cell leukemia virus 1 infection,leukem,MSX1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000163132
Human T-cell leukemia virus 1 infection,leukem,MSX2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000120149
Human T-cell leukemia virus 1 infection,leukem,HLA-DOB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000241106
Human T-cell leukemia virus 1 infection,leukem,HLA-DOA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000204252
Human T-cell leukemia virus 1 infection,leukem,FDPS,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000160752
Human T-cell leukemia virus 1 infection,leukem,MAP2K4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000065559
Human T-cell leukemia virus 1 infection,leukem,SMAD3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000166949
Human T-cell leukemia virus 1 infection,leukem,SMAD2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000175387
Human T-cell leukemia virus 1 infection,leukem,MAP2K2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000126934
Human T-cell leukemia virus 1 infection,leukem,SMAD4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000141646
Human T-cell leukemia virus 1 infection,leukem,MAP2K1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000169032
Human T-cell leukemia virus 1 infection,leukem,NFKB1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000109320
Human T-cell leukemia virus 1 infection,leukem,NFKB2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000077150
Human T-cell leukemia virus 1 infection,leukem,CREB3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000107175
Human T-cell leukemia virus 1 infection,leukem,CCNA2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000145386
Human T-cell leukemia virus 1 infection,leukem,DLG1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000075711
Human T-cell leukemia virus 1 infection,leukem,CCNA1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000133101
Human T-cell leukemia virus 1 infection,leukem,CREB1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000118260
Human T-cell leukemia virus 1 infection,leukem,BCL2L1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000171552
Human T-cell leukemia virus 1 infection,leukem,MAP3K14,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000006062
Human T-cell leukemia virus 1 infection,leukem,TCF3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000071564
Human T-cell leukemia virus 1 infection,leukem,MAD1L1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000002822
Human T-cell leukemia virus 1 infection,leukem,CREB5,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000146592
Human T-cell leukemia virus 1 infection,leukem,SLC2A1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000117394
Human T-cell leukemia virus 1 infection,leukem,ETS1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000134954
Human T-cell leukemia virus 1 infection,leukem,ETS2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000157557
Human T-cell leukemia virus 1 infection,leukem,CCNB2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000157456
Human T-cell leukemia virus 1 infection,leukem,MMP7,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000137673
Human T-cell leukemia virus 1 infection,leukem,TGFBR1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000106799
Human T-cell leukemia virus 1 infection,leukem,TGFBR2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000163513
Human T-cell leukemia virus 1 infection,leukem,TNFRSF1A,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000067182
Human T-cell leukemia virus 1 infection,leukem,IL2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000109471
Human T-cell leukemia virus 1 infection,leukem,NFKBIA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000100906
Human T-cell leukemia virus 1 infection,leukem,IL6,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000136244
Human T-cell leukemia virus 1 infection,leukem,PIK3CB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000051382
Human T-cell leukemia virus 1 infection,leukem,ESPL1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000135476
Human T-cell leukemia virus 1 infection,leukem,PIK3CA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000121879
Human T-cell leukemia virus 1 infection,leukem,CDK4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000135446
Human T-cell leukemia virus 1 infection,leukem,CDK2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000123374
Human T-cell leukemia virus 1 infection,leukem,HLA-DRA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000204287
Human T-cell leukemia virus 1 infection,leukem,SLC25A4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000151729
Human T-cell leukemia virus 1 infection,leukem,PIK3R3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000117461
Human T-cell leukemia virus 1 infection,leukem,PIK3R2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000105647
Human T-cell leukemia virus 1 infection,leukem,TBP,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000112592
Human T-cell leukemia virus 1 infection,leukem,IL15RA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000134470
Human T-cell leukemia virus 1 infection,leukem,CHUK,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000213341
Human T-cell leukemia virus 1 infection,leukem,LCK,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000182866
Human T-cell leukemia virus 1 infection,leukem,LTBR,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000111321
Human T-cell leukemia virus 1 infection,leukem,IL2RA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000134460
Human T-cell leukemia virus 1 infection,leukem,IL2RB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000100385
Human T-cell leukemia virus 1 infection,leukem,ANAPC4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000053900
Human T-cell leukemia virus 1 infection,leukem,ANAPC5,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000089053
Human T-cell leukemia virus 1 infection,leukem,LTA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000226979
Human T-cell leukemia virus 1 infection,leukem,VDAC3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000078668
Human T-cell leukemia virus 1 infection,leukem,VDAC2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000165637
Human T-cell leukemia virus 1 infection,leukem,ANAPC7,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000196510
Human T-cell leukemia virus 1 infection,leukem,KRAS,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000133703
Human T-cell leukemia virus 1 infection,leukem,VDAC1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000213585
Human T-cell leukemia virus 1 infection,leukem,SLC25A6,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000292334
Human T-cell leukemia virus 1 infection,leukem,SLC25A6,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000169100
